species,country,in_degree,out_degree,total_degree,in_strength,out_strength,total_strength,betweenness,eigen_centrality,in_degree_norm,out_degree_norm,total_degree_norm
Horses,Jamaica,7,6,13,26,21,47,31.875638446807173,0.06466429776626709,0.03626943005181347,0.031088082901554404,0.03367875647668394
Horses,Saint Lucia,8,5,13,17,8,25,236.36117363064878,0.01310305267228501,0.04145077720207254,0.025906735751295335,0.03367875647668394
Horses,Albania,9,3,12,27,3,30,66.16232291213964,0.05194878898059089,0.046632124352331605,0.015544041450777202,0.031088082901554404
Horses,Brunei Darussalam,5,7,12,21,8,29,55.47777001319292,0.021600931794688978,0.025906735751295335,0.03626943005181347,0.031088082901554404
Horses,Gambia,12,0,12,28,0,28,0,0.06290230704724714,0.06217616580310881,0,0.031088082901554404
Horses,Tajikistan,9,3,12,33,6,39,44.4874354977016,0.029800916132705708,0.046632124352331605,0.015544041450777202,0.031088082901554404
Horses,Cuba,6,5,11,18,13,31,37.30774179729431,0.038075710488256295,0.031088082901554404,0.025906735751295335,0.02849740932642487
Horses,Republic of Moldova,7,4,11,19,7,26,5.35514705882353,0.04289704655747272,0.03626943005181347,0.02072538860103627,0.02849740932642487
Horses,Turkmenistan,7,4,11,12,5,17,88.6726264179743,0.01549754493357356,0.03626943005181347,0.02072538860103627,0.02849740932642487
Horses,Armenia,7,3,10,14,5,19,35.41117185106944,0.015528185796010929,0.03626943005181347,0.015544041450777202,0.025906735751295335
Horses,New Caledonia,8,2,10,29,3,32,239.0685862941668,0.03643280500417671,0.04145077720207254,0.010362694300518135,0.025906735751295335
Horses,Rwanda,7,3,10,15,4,19,63.5999646959293,0.007191289781883388,0.03626943005181347,0.015544041450777202,0.025906735751295335
Horses,Saint Vincent and the Grenadines,8,2,10,19,2,21,237.2183181785213,0.039131901154431825,0.04145077720207254,0.010362694300518135,0.025906735751295335
Horses,Eswatini,5,4,9,15,9,24,76.0143113580318,0.016331869001562953,0.025906735751295335,0.02072538860103627,0.023316062176165803
